379,453,172,896,2352,1964,542,680,1692,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.426985596707819,3.1409156378600827,5.873271604938272,0.0,9710.5,424.91882729530334,0.6758331777083965,1
5489,8383,4355,12771,21005,18700,10627,12167,18253,18289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.10920805525788,66.34409648908742,66.93766777366338,0.0,129460.0,1361.307780504227,0.8778752665020486,1
1278,2124,1287,5809,8287,8928,3638,3287,4257,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.531252320979533,8.12905441967554,11.118518498870015,0.0,31843.0,1031.5432784557345,0.3760528927419015,1
951,1405,813,3045,4763,5595,2063,2140,2973,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.238683127572017,28.34924897119342,41.42104938271605,0.0,26058.5,932.3300753831865,0.3767210507920208,1
306,367,162,785,2035,2342,619,528,988,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71619341563786,8.768199588477367,16.19655349794239,0.0,8621.5,449.97265017032623,0.5350821472418705,1
16288,17521,6613,9066,8700,10043,7443,9798,9627,27724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01829453279683,61.61386280896723,88.64968544421025,0.0,126073.0,8857.20321404934,0.0201947617267723,1
6516,7504,4278,7622,9167,10699,6774,7938,9787,14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.99131821027279,23.33901685959533,28.246686967500985,0.0,79200.0,2599.978033900261,0.1472297884201383,1
496,594,497,947,1485,1109,644,590,560,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.302510288065844,4.883816872427984,9.009804526748972,0.0,7811.5,463.6295038461685,0.4566696721332212,1
8346,11402,3722,9331,9408,13624,7333,8503,10496,19103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.480040876285365,46.12216580443252,61.46561442166443,0.0,93746.5,6749.242426514626,0.0258615690641051,1
979,1634,711,4488,5929,6248,2135,1979,6347,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162805440906535,2.940742076839012,2.913357170898365,0.0,11251.0,631.3624776601791,0.3546855152150259,1
1394,1943,1373,7711,9253,8222,3520,2710,3942,3501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.265602287557428,6.373579560525841,8.351961294019036,0.0,15176.5,947.217377781868,0.2125603106472194,1
2776,4158,1736,9020,11205,14046,5376,6387,11806,8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.578255472206603,20.94110282337213,25.914755063714207,0.0,46248.0,1361.9595801830292,0.3133100908787675,1
649,1038,525,2462,4655,5393,1705,1635,2224,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.955925925925929,16.49971193415638,42.36836419753087,0.0,21830.5,801.6782748699188,0.426848065660501,1
2137,2894,1923,3787,4871,4783,2998,3042,3398,5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.689393004115228,25.482705761316875,63.35805555555556,0.0,33269.5,1358.4032309055328,0.2265680810306545,1
298,411,192,876,2083,2209,614,555,586,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.754063786008231,7.0178909465020585,16.835823045267492,0.0,8118.0,486.5584360361099,0.4309123064809094,1
1535,2126,667,3126,4542,7069,2332,3120,5425,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.984546255132681,8.820825685153158,10.359791615826165,0.0,23205.5,770.163555264473,0.4916260276301246,1
4058,6961,3438,12466,12706,17327,8765,10384,15198,14389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.677588091120334,55.747453553883865,59.6256405903511,0.0,101608.0,3991.748463630676,0.0801330057870382,1
