9811,13757,6543,15143,17029,21380,13078,14643,17790,27609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.060533798767096,57.474676123884606,69.56811743360673,0.0,133276.0,7586.792844891548,0.0290968089147296,1
4698,6915,3910,11371,16260,17099,9434,11079,15921,15467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92030684675699,33.173086717100446,34.537690055066896,0.0,112659.5,1345.6925547122955,0.7817825713200901,1
3324,5825,1631,6290,5912,10303,4946,6262,8830,10264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.775114324820423,13.937020551942195,24.997222782204588,0.0,38312.5,1796.6185210943222,0.1491552728807857,1
3672,5606,2306,12096,19578,21697,8389,10583,19780,11206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.24118293032287,51.99789918195419,66.67658542796211,0.0,114368.5,1279.1240153312683,0.8783972825350843,1
7814,11264,1154,8890,15367,17338,6100,13051,58859,24909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.970471835244936,4.806801663678129,5.01696304470074,0.0,375769.0,2452.0,0.7853981633974483,1
2205,3562,1918,7105,9498,12606,5529,5713,7210,7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.332035353160247,12.878592876316992,23.87715254273255,0.0,47405.0,1364.1605906486511,0.3201127828795925,1
5224,6102,2968,6771,9529,11576,5827,6587,8028,11671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.581703784655542,20.72701567125381,32.64295642394084,0.0,65019.5,2529.995280027389,0.1276480155576367,1
1379,1844,918,4218,5068,5001,2226,2149,5345,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598340565947649,2.245801016456408,2.337703848316693,0.0,10342.5,553.3208478689194,0.4245035496262822,1
4644,6841,2779,11745,16479,18715,8579,10821,22512,13933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1619009220257,49.950508758713625,61.56775138197753,0.0,116495.5,1307.550419330597,0.8562530374299746,1
621,991,557,1665,2303,2731,1299,1237,1368,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24627572016461,15.42048353909465,21.94687242798354,0.0,11928.0,633.3036034107208,0.3737262268505018,1
18789,18931,7726,10685,9661,13463,11225,18760,27875,41974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.47194665195387,65.65894333096372,69.9944402593131,0.0,174431.0,6534.719692349434,0.0513309861941366,1
2073,3250,1798,5964,6231,7507,4073,3837,8042,7035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5545523029422066,3.051955458413352,5.200898683275154,0.0,15810.5,712.0315247774124,0.3918835414836544,1
8285,10448,3979,10142,12263,15084,7675,9389,12054,18817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.18976593916116,44.74902386232215,49.79078823117487,0.0,97145.0,5946.181466698647,0.0345266147341994,1
4686,6318,2447,11519,17393,20475,8199,11410,22129,12142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.715126950949085,53.33814417129094,57.89270443187726,0.0,116167.0,1295.8519359827042,0.8693244093305693,1
2033,3203,2076,10139,10613,11875,6186,6692,15843,6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358582053920997,5.115014482912286,7.448755424460737,0.0,40425.0,2034.0285601615903,0.1227851370535669,1
3539,5673,3127,14035,14291,17366,8848,9467,25139,11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.028713832507508,9.337048668951397,13.664728538233827,0.0,111235.5,4794.57392513752,0.0608069523308412,1
11202,15716,1863,10526,4692,16981,8123,16367,44281,31083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.266079746204205,51.15244193572346,65.50970567326975,0.0,148243.0,7788.66499376297,0.0307084580915094,1
